Province,Centres,Zones,Neighbourhood,Dwelling Type ,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,Rent ID
Ont.,Toronto,Toronto (North),Mount Pleasant West,Apt & Other,1348.0,1646.0,2119.0,2480.0,1709.0,2021,centre25,Zone162,Rent_6314
Ont.,Toronto,Toronto (North),Mount Pleasant East,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone162,Rent_6315
Ont.,Toronto,Toronto (North),Mount Pleasant East,Apt & Other,1231.0,1551.0,1945.0,0.0,1619.0,2021,centre25,Zone162,Rent_6316
Ont.,Toronto,Toronto (North),Lawrence Park South,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone162,Rent_6317
Ont.,Toronto,Toronto (North),Lawrence Park South,Apt & Other,1251.0,1574.0,2105.0,0.0,1650.0,2021,centre25,Zone162,Rent_6318
Ont.,Toronto,Toronto (North),Lawrence Park North,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone162,Rent_6319
Ont.,Toronto,Toronto (North),Lawrence Park North,Apt & Other,1246.0,1376.0,1759.0,0.0,1477.0,2021,centre25,Zone162,Rent_6320
Ont.,Toronto,Toronto (North),Forest Hill North,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone162,Rent_6321
Ont.,Toronto,Toronto (North),Forest Hill North,Apt & Other,1264.0,1461.0,1811.0,2255.0,1661.0,2021,centre25,Zone162,Rent_6322
Ont.,Toronto,Toronto (West),South Parkdale/King West,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone163,Rent_6323
Ont.,Toronto,Toronto (West),South Parkdale/King West,Apt & Other,1053.0,1300.0,1561.0,0.0,1309.0,2021,centre25,Zone163,Rent_6324
Ont.,Toronto,Toronto (West),Little Italy/Trinity-Bellwoods,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone163,Rent_6325
Ont.,Toronto,Toronto (West),Little Italy/Trinity-Bellwoods,Apt & Other,788.0,0.0,0.0,0.0,0.0,2021,centre25,Zone163,Rent_6326
Ont.,Toronto,Toronto (West),Dufferin Grove/Little Portugal,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone163,Rent_6327
Ont.,Toronto,Toronto (West),Dufferin Grove/Little Portugal,Apt & Other,1343.0,1407.0,1795.0,0.0,1474.0,2021,centre25,Zone163,Rent_6328
Ont.,Toronto,Toronto (West),Roncesvalles,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone163,Rent_6329
Ont.,Toronto,Toronto (West),Roncesvalles,Apt & Other,0.0,1320.0,1696.0,0.0,1417.0,2021,centre25,Zone163,Rent_6330
Ont.,Toronto,Toronto (West),High Park-Swansea,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone163,Rent_6331
Ont.,Toronto,Toronto (West),High Park-Swansea,Apt & Other,0.0,1457.0,0.0,0.0,1513.0,2021,centre25,Zone163,Rent_6332
Ont.,Toronto,Toronto (West),High Park North/Junction,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone163,Rent_6333
Ont.,Toronto,Toronto (West),High Park North/Junction,Apt & Other,1268.0,1623.0,2172.0,0.0,1777.0,2021,centre25,Zone163,Rent_6334
Ont.,Toronto,Toronto (West),Dovercourt/Davenport/Junction,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone163,Rent_6335
Ont.,Toronto,Toronto (West),Dovercourt/Davenport/Junction,Apt & Other,1243.0,1417.0,1629.0,0.0,1514.0,2021,centre25,Zone163,Rent_6336
Ont.,Toronto,Toronto (West),Wychwood,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone163,Rent_6337
Ont.,Toronto,Toronto (West),Wychwood,Apt & Other,1017.0,1135.0,0.0,0.0,1162.0,2021,centre25,Zone163,Rent_6338
Ont.,Toronto,Etobicoke (South),Mimico,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone164,Rent_6339
Ont.,Toronto,Etobicoke (South),Mimico,Apt & Other,1123.0,1311.0,1425.0,1963.0,1332.0,2021,centre25,Zone164,Rent_6340
Ont.,Toronto,Etobicoke (South),New Toronto,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone164,Rent_6341
Ont.,Toronto,Etobicoke (South),New Toronto,Apt & Other,973.0,1251.0,1462.0,0.0,1306.0,2021,centre25,Zone164,Rent_6342
Ont.,Toronto,Etobicoke (South),Long Branch,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone164,Rent_6343
Ont.,Toronto,Etobicoke (South),Long Branch,Apt & Other,0.0,1173.0,1177.0,0.0,1173.0,2021,centre25,Zone164,Rent_6344
Ont.,Toronto,Etobicoke (South),Alderwood,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone164,Rent_6345
Ont.,Toronto,Etobicoke (South),Alderwood,Apt & Other,0.0,0.0,1536.0,0.0,1505.0,2021,centre25,Zone164,Rent_6346
Ont.,Toronto,Etobicoke (South),Islington/City Centre South,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone164,Rent_6347
Ont.,Toronto,Etobicoke (South),Islington/City Centre South,Apt & Other,1120.0,0.0,1631.0,0.0,1604.0,2021,centre25,Zone164,Rent_6348
Ont.,Toronto,Etobicoke (South),Stonegate-Queensway,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone164,Rent_6349
Ont.,Toronto,Etobicoke (South),Stonegate-Queensway,Apt & Other,1128.0,1311.0,1517.0,0.0,1420.0,2021,centre25,Zone164,Rent_6350
Ont.,Toronto,Etobicoke (Central),Kingsway South,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone165,Rent_6351
Ont.,Toronto,Etobicoke (Central),Kingsway South,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone165,Rent_6352
Ont.,Toronto,Etobicoke (Central),Islington/City Centre North,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone165,Rent_6353
Ont.,Toronto,Etobicoke (Central),Islington/City Centre North,Apt & Other,1381.0,1529.0,1686.0,1920.0,1641.0,2021,centre25,Zone165,Rent_6354
Ont.,Toronto,Etobicoke (Central),Etobicoke West Mall,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone165,Rent_6355
Ont.,Toronto,Etobicoke (Central),Etobicoke West Mall,Apt & Other,0.0,1432.0,1673.0,1911.0,1663.0,2021,centre25,Zone165,Rent_6356
Ont.,Toronto,Etobicoke (Central),Eringate-Centennial-West Deane,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone165,Rent_6357
Ont.,Toronto,Etobicoke (Central),Eringate-Centennial-West Deane,Apt & Other,0.0,1459.0,1568.0,0.0,1538.0,2021,centre25,Zone165,Rent_6358
Ont.,Toronto,Etobicoke (Central),Princess-Rosethorn,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone165,Rent_6359
Ont.,Toronto,Etobicoke (Central),Princess-Rosethorn,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone165,Rent_6360
Ont.,Toronto,Etobicoke (Central),Edenbridge-Humber Valley,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone165,Rent_6361
Ont.,Toronto,Etobicoke (Central),Edenbridge-Humber Valley,Apt & Other,973.0,1610.0,1908.0,2377.0,1831.0,2021,centre25,Zone165,Rent_6362
Ont.,Toronto,Etobicoke (Central),Humber Heights-Westmount,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone165,Rent_6363
Ont.,Toronto,Etobicoke (Central),Humber Heights-Westmount,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone165,Rent_6364
Ont.,Toronto,Etobicoke (Central),Willowridge-Martingrove-Richview,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone165,Rent_6365
Ont.,Toronto,Etobicoke (Central),Willowridge-Martingrove-Richview,Apt & Other,0.0,1564.0,1960.0,2020.0,1908.0,2021,centre25,Zone165,Rent_6366
Ont.,Toronto,Etobicoke (Central),Kingsview Village-The Westway,Row,0.0,0.0,1601.0,1974.0,1816.0,2021,centre25,Zone165,Rent_6367
Ont.,Toronto,Etobicoke (Central),Kingsview Village-The Westway,Apt & Other,0.0,1367.0,1518.0,1679.0,1498.0,2021,centre25,Zone165,Rent_6368
Ont.,Toronto,Etobicoke (North),Elms-Old Rexdale,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone166,Rent_6369
Ont.,Toronto,Etobicoke (North),Elms-Old Rexdale,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone166,Rent_6370
Ont.,Toronto,Etobicoke (North),Rexdale-Kipling,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone166,Rent_6371
Ont.,Toronto,Etobicoke (North),Rexdale-Kipling,Apt & Other,1009.0,1122.0,1328.0,1287.0,1235.0,2021,centre25,Zone166,Rent_6372
Ont.,Toronto,Etobicoke (North),West Humber-Clairville,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone166,Rent_6373
Ont.,Toronto,Etobicoke (North),West Humber-Clairville,Apt & Other,930.0,1307.0,1408.0,0.0,1359.0,2021,centre25,Zone166,Rent_6374
Ont.,Toronto,Etobicoke (North),Mt Olive-Jamestown etc.,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone166,Rent_6375
Ont.,Toronto,Etobicoke (North),Mt Olive-Jamestown etc.,Apt & Other,980.0,1528.0,1553.0,1645.0,1576.0,2021,centre25,Zone166,Rent_6376
Ont.,Toronto,York,Humewood-Cedarvale,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone167,Rent_6377
Ont.,Toronto,York,Humewood-Cedarvale,Apt & Other,1195.0,1535.0,2414.0,0.0,1835.0,2021,centre25,Zone167,Rent_6378
Ont.,Toronto,York,Oakwood-Vaughan,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone167,Rent_6379
Ont.,Toronto,York,Oakwood-Vaughan,Apt & Other,978.0,1258.0,1603.0,0.0,1313.0,2021,centre25,Zone167,Rent_6380
Ont.,Toronto,York,Caledonia-Fairbank,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone167,Rent_6381
Ont.,Toronto,York,Caledonia-Fairbank,Apt & Other,0.0,1203.0,1389.0,0.0,1279.0,2021,centre25,Zone167,Rent_6382
Ont.,Toronto,York,Keelesdale-Eglinton West,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone167,Rent_6383
Ont.,Toronto,York,Keelesdale-Eglinton West,Apt & Other,0.0,0.0,1217.0,0.0,1206.0,2021,centre25,Zone167,Rent_6384
Ont.,Toronto,York,Lambton Baby Point,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone167,Rent_6385
Ont.,Toronto,York,Lambton Baby Point,Apt & Other,951.0,1219.0,0.0,0.0,1232.0,2021,centre25,Zone167,Rent_6386
Ont.,Toronto,York,Rockcliffe-Smythe,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone167,Rent_6387
Ont.,Toronto,York,Rockcliffe-Smythe,Apt & Other,997.0,1147.0,1358.0,0.0,1238.0,2021,centre25,Zone167,Rent_6388
Ont.,Toronto,York,Mount Dennis,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone167,Rent_6389
Ont.,Toronto,York,Mount Dennis,Apt & Other,1036.0,1296.0,1344.0,0.0,1330.0,2021,centre25,Zone167,Rent_6390
Ont.,Toronto,York,Weston,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone167,Rent_6391
Ont.,Toronto,York,Weston,Apt & Other,1066.0,1319.0,1467.0,1854.0,1391.0,2021,centre25,Zone167,Rent_6392
Ont.,Toronto,York,Beechborough-Greenbrook,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone167,Rent_6393
Ont.,Toronto,York,Beechborough-Greenbrook,Apt & Other,0.0,1066.0,1128.0,0.0,1098.0,2021,centre25,Zone167,Rent_6394
Ont.,Toronto,York,Briar Hill-Belgravia,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone167,Rent_6395
Ont.,Toronto,York,Briar Hill-Belgravia,Apt & Other,1021.0,1317.0,1506.0,1968.0,1447.0,2021,centre25,Zone167,Rent_6396
Ont.,Toronto,East York,Broadview North,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone168,Rent_6397
Ont.,Toronto,East York,Broadview North,Apt & Other,1071.0,1338.0,1584.0,2359.0,1385.0,2021,centre25,Zone168,Rent_6398
Ont.,Toronto,East York,Danforth Village-East York,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone168,Rent_6399
Ont.,Toronto,East York,Danforth Village-East York,Apt & Other,1121.0,1277.0,1462.0,0.0,1329.0,2021,centre25,Zone168,Rent_6400
Ont.,Toronto,East York,Woodbine-Lumsden,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone168,Rent_6401
Ont.,Toronto,East York,Woodbine-Lumsden,Apt & Other,0.0,1228.0,0.0,0.0,1316.0,2021,centre25,Zone168,Rent_6402
Ont.,Toronto,East York,Crescent Town,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone168,Rent_6403
Ont.,Toronto,East York,Crescent Town,Apt & Other,1013.0,1216.0,1458.0,1633.0,1293.0,2021,centre25,Zone168,Rent_6404
Ont.,Toronto,East York,O'Connor-Parkview,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone168,Rent_6405
Ont.,Toronto,East York,O'Connor-Parkview,Apt & Other,1064.0,1185.0,1408.0,1636.0,1327.0,2021,centre25,Zone168,Rent_6406
Ont.,Toronto,East York,Old East York,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone168,Rent_6407
Ont.,Toronto,East York,Old East York,Apt & Other,1178.0,1134.0,0.0,0.0,1156.0,2021,centre25,Zone168,Rent_6408
Ont.,Toronto,East York,Thorncliffe Park,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone168,Rent_6409
Ont.,Toronto,East York,Thorncliffe Park,Apt & Other,1114.0,1288.0,1598.0,1963.0,1493.0,2021,centre25,Zone168,Rent_6410
Ont.,Toronto,East York,Leaside-Bennington,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone168,Rent_6411
Ont.,Toronto,East York,Leaside-Bennington,Apt & Other,1178.0,1392.0,1824.0,0.0,1484.0,2021,centre25,Zone168,Rent_6412
Ont.,Toronto,Scarborough (Central),Birchcliffe-Cliffside,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone169,Rent_6413
Ont.,Toronto,Scarborough (Central),Birchcliffe-Cliffside,Apt & Other,0.0,1466.0,1676.0,0.0,1567.0,2021,centre25,Zone169,Rent_6414
Ont.,Toronto,Scarborough (Central),Cliffcrest,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone169,Rent_6415
Ont.,Toronto,Scarborough (Central),Cliffcrest,Apt & Other,0.0,1183.0,1358.0,1665.0,1311.0,2021,centre25,Zone169,Rent_6416
Ont.,Toronto,Scarborough (Central),Eglinton East,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone169,Rent_6417
Ont.,Toronto,Scarborough (Central),Eglinton East,Apt & Other,1008.0,1259.0,1390.0,1797.0,1425.0,2021,centre25,Zone169,Rent_6418
Ont.,Toronto,Scarborough (Central),Kennedy Park,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone169,Rent_6419
Ont.,Toronto,Scarborough (Central),Kennedy Park,Apt & Other,899.0,1151.0,1229.0,0.0,1185.0,2021,centre25,Zone169,Rent_6420
Ont.,Toronto,Scarborough (Central),Oakridge,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone169,Rent_6421
Ont.,Toronto,Scarborough (Central),Oakridge,Apt & Other,1199.0,1386.0,1725.0,0.0,1521.0,2021,centre25,Zone169,Rent_6422
Ont.,Toronto,Scarborough (Central),Clairlea-Birchmount,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone169,Rent_6423
Ont.,Toronto,Scarborough (Central),Clairlea-Birchmount,Apt & Other,0.0,1270.0,1466.0,0.0,1339.0,2021,centre25,Zone169,Rent_6424
Ont.,Toronto,Scarborough (Central),Wexford-Maryvale,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone169,Rent_6425
Ont.,Toronto,Scarborough (Central),Wexford-Maryvale,Apt & Other,1136.0,1223.0,1410.0,1546.0,1325.0,2021,centre25,Zone169,Rent_6426
Ont.,Toronto,Scarborough (Central),Ionview,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone169,Rent_6427
Ont.,Toronto,Scarborough (Central),Ionview,Apt & Other,1209.0,1373.0,1560.0,1717.0,1471.0,2021,centre25,Zone169,Rent_6428
Ont.,Toronto,Scarborough (Central),Dorset Park,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone169,Rent_6429
Ont.,Toronto,Scarborough (Central),Dorset Park,Apt & Other,1089.0,1524.0,1789.0,2122.0,1698.0,2021,centre25,Zone169,Rent_6430
Ont.,Toronto,Scarborough (Central),Bendale,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone169,Rent_6431
Ont.,Toronto,Scarborough (Central),Bendale,Apt & Other,0.0,1141.0,1241.0,1317.0,1249.0,2021,centre25,Zone169,Rent_6432
Ont.,Toronto,Scarborough (North),Tam O'Shanter-Sullivan,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone170,Rent_6433
Ont.,Toronto,Scarborough (North),Tam O'Shanter-Sullivan,Apt & Other,1133.0,1329.0,1472.0,1699.0,1444.0,2021,centre25,Zone170,Rent_6434
Ont.,Toronto,Scarborough (North),L'Amoreaux/Steeles/Milliken,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone170,Rent_6435
Ont.,Toronto,Scarborough (North),L'Amoreaux/Steeles/Milliken,Apt & Other,0.0,1293.0,1454.0,1629.0,1397.0,2021,centre25,Zone170,Rent_6436
Ont.,Toronto,Scarborough (North),Agincourt/Malvern,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone170,Rent_6437
Ont.,Toronto,Scarborough (North),Agincourt/Malvern,Apt & Other,0.0,1268.0,1435.0,1551.0,1385.0,2021,centre25,Zone170,Rent_6438
Ont.,Toronto,Scarborough (East),Scarborough Village,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone171,Rent_6439
Ont.,Toronto,Scarborough (East),Scarborough Village,Apt & Other,0.0,1292.0,1433.0,1654.0,1427.0,2021,centre25,Zone171,Rent_6440
Ont.,Toronto,Scarborough (East),Guildwood,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone171,Rent_6441
Ont.,Toronto,Scarborough (East),Guildwood,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone171,Rent_6442
Ont.,Toronto,Scarborough (East),West Hill,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone171,Rent_6443
Ont.,Toronto,Scarborough (East),West Hill,Apt & Other,0.0,1348.0,1419.0,1581.0,1416.0,2021,centre25,Zone171,Rent_6444
Ont.,Toronto,Scarborough (East),Woburn,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone171,Rent_6445
Ont.,Toronto,Scarborough (East),Woburn,Apt & Other,1059.0,1306.0,1468.0,1593.0,1435.0,2021,centre25,Zone171,Rent_6446
Ont.,Toronto,Scarborough (East),Morningside,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone171,Rent_6447
Ont.,Toronto,Scarborough (East),Morningside,Apt & Other,1328.0,1269.0,1380.0,1570.0,1363.0,2021,centre25,Zone171,Rent_6448
Ont.,Toronto,Scarborough (East),Rouge,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone171,Rent_6449
Ont.,Toronto,Scarborough (East),Rouge,Apt & Other,0.0,0.0,1358.0,1565.0,1374.0,2021,centre25,Zone171,Rent_6450
Ont.,Toronto,North York (Southeast),Flemingdon Park,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone172,Rent_6451
Ont.,Toronto,North York (Southeast),Flemingdon Park,Apt & Other,0.0,1291.0,1429.0,1702.0,1422.0,2021,centre25,Zone172,Rent_6452
Ont.,Toronto,North York (Southeast),Victoria Village,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone172,Rent_6453
Ont.,Toronto,North York (Southeast),Victoria Village,Apt & Other,1035.0,1303.0,1539.0,2019.0,1436.0,2021,centre25,Zone172,Rent_6454
Ont.,Toronto,North York (Southeast),Banbury-Don Mills/York Mills,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone172,Rent_6455
Ont.,Toronto,North York (Southeast),Banbury-Don Mills/York Mills,Apt & Other,874.0,1404.0,1655.0,1969.0,1578.0,2021,centre25,Zone172,Rent_6456
Ont.,Toronto,North York (Southeast),Parkwoods-Donalda,Row,0.0,0.0,1773.0,2044.0,1982.0,2021,centre25,Zone172,Rent_6457
Ont.,Toronto,North York (Southeast),Parkwoods-Donalda,Apt & Other,1282.0,1456.0,1674.0,1873.0,1622.0,2021,centre25,Zone172,Rent_6458
Ont.,Toronto,North York (Southeast),St. Andrew-Windfields,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone172,Rent_6459
Ont.,Toronto,North York (Southeast),St. Andrew-Windfields,Apt & Other,1068.0,1384.0,1644.0,1887.0,1606.0,2021,centre25,Zone172,Rent_6460
Ont.,Toronto,North York (Northeast),Henry Farm,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone173,Rent_6461
Ont.,Toronto,North York (Northeast),Henry Farm,Apt & Other,0.0,1511.0,0.0,0.0,1690.0,2021,centre25,Zone173,Rent_6462
Ont.,Toronto,North York (Northeast),Don Valley Village/Pleasant View,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone173,Rent_6463
Ont.,Toronto,North York (Northeast),Don Valley Village/Pleasant View,Apt & Other,0.0,1375.0,1535.0,1685.0,1504.0,2021,centre25,Zone173,Rent_6464
Ont.,Toronto,North York (Northeast),Bayview Village,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone173,Rent_6465
Ont.,Toronto,North York (Northeast),Bayview Village,Apt & Other,0.0,1530.0,1856.0,0.0,1839.0,2021,centre25,Zone173,Rent_6466
Ont.,Toronto,North York (Northeast),Willowdale East/Newtonbrook East,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone173,Rent_6467
Ont.,Toronto,North York (Northeast),Willowdale East/Newtonbrook East,Apt & Other,0.0,1592.0,2006.0,2405.0,1821.0,2021,centre25,Zone173,Rent_6468
Ont.,Toronto,North York (Northeast),Bayview Woods-Steeles/Hillcrest Village,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone173,Rent_6469
Ont.,Toronto,North York (Northeast),Bayview Woods-Steeles/Hillcrest Village,Apt & Other,0.0,1900.0,2360.0,2775.0,2388.0,2021,centre25,Zone173,Rent_6470
Ont.,Toronto,North York (Southwest),Bedford Park-Nortown,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone174,Rent_6471
Ont.,Toronto,North York (Southwest),Bedford Park-Nortown,Apt & Other,983.0,1246.0,1643.0,2081.0,1413.0,2021,centre25,Zone174,Rent_6472
Ont.,Toronto,North York (Southwest),Englemount-Lawrence,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone174,Rent_6473
Ont.,Toronto,North York (Southwest),Englemount-Lawrence,Apt & Other,1113.0,1301.0,1488.0,1855.0,1458.0,2021,centre25,Zone174,Rent_6474
Ont.,Toronto,North York (Southwest),Yorkdale-Glen Park,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone174,Rent_6475
Ont.,Toronto,North York (Southwest),Yorkdale-Glen Park,Apt & Other,0.0,1231.0,1494.0,1575.0,1371.0,2021,centre25,Zone174,Rent_6476
Ont.,Toronto,North York (Southwest),Brookhaven-Amesbury,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone174,Rent_6477
Ont.,Toronto,North York (Southwest),Brookhaven-Amesbury,Apt & Other,1071.0,1248.0,1484.0,1981.0,1426.0,2021,centre25,Zone174,Rent_6478
Ont.,Toronto,North York (Southwest),Maple Leaf,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone174,Rent_6479
Ont.,Toronto,North York (Southwest),Maple Leaf,Apt & Other,0.0,1396.0,1592.0,2275.0,1547.0,2021,centre25,Zone174,Rent_6480
Ont.,Toronto,North York (Southwest),Rustic/Pelmo Park/Humberlea,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone174,Rent_6481
Ont.,Toronto,North York (Southwest),Rustic/Pelmo Park/Humberlea,Apt & Other,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone174,Rent_6482
Ont.,Toronto,North York (N.Central),Lansing-Westgate,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone175,Rent_6483
Ont.,Toronto,North York (N.Central),Lansing-Westgate,Apt & Other,0.0,1540.0,1734.0,1915.0,1664.0,2021,centre25,Zone175,Rent_6484
Ont.,Toronto,North York (N.Central),Clanton Park,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone175,Rent_6485
Ont.,Toronto,North York (N.Central),Clanton Park,Apt & Other,0.0,1488.0,1683.0,0.0,1564.0,2021,centre25,Zone175,Rent_6486
Ont.,Toronto,North York (N.Central),Bathurst Manor,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone175,Rent_6487
Ont.,Toronto,North York (N.Central),Bathurst Manor,Apt & Other,0.0,1341.0,1520.0,1607.0,1475.0,2021,centre25,Zone175,Rent_6488
Ont.,Toronto,North York (N.Central),Westminster-Branson,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone175,Rent_6489
Ont.,Toronto,North York (N.Central),Westminster-Branson,Apt & Other,1158.0,1454.0,1654.0,1838.0,1633.0,2021,centre25,Zone175,Rent_6490
Ont.,Toronto,North York (N.Central),Willowdale West/Newtonbrook West,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone175,Rent_6491
Ont.,Toronto,North York (N.Central),Willowdale West/Newtonbrook West,Apt & Other,1185.0,1429.0,1679.0,1900.0,1587.0,2021,centre25,Zone175,Rent_6492
Ont.,Toronto,North York (Northwest),Downsview,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone176,Rent_6493
Ont.,Toronto,North York (Northwest),Downsview,Apt & Other,996.0,1246.0,1417.0,1614.0,1370.0,2021,centre25,Zone176,Rent_6494
Ont.,Toronto,North York (Northwest),Black Creek,Row,0.0,0.0,0.0,1424.0,1405.0,2021,centre25,Zone176,Rent_6495
Ont.,Toronto,North York (Northwest),Black Creek,Apt & Other,1018.0,1178.0,1425.0,1631.0,1382.0,2021,centre25,Zone176,Rent_6496
Ont.,Toronto,Mississauga (South),Port Credit,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone177,Rent_6497
Ont.,Toronto,Mississauga (South),Port Credit,Apt & Other,1124.0,1331.0,1509.0,1783.0,1425.0,2021,centre25,Zone177,Rent_6498
Ont.,Toronto,Mississauga (South),Cooksville,Row,0.0,0.0,0.0,0.0,0.0,2021,centre25,Zone177,Rent_6499
Ont.,Toronto,Mississauga (South),Cooksville,Apt & Other,1160.0,1488.0,1677.0,1832.0,1594.0,2021,centre25,Zone177,Rent_6500
Ont.,Toronto,Mississauga (South),Clarkson/Lorne Park,Row,0.0,0.0,1151.0,1358.0,1260.0,2021,centre25,Zone177,Rent_6501
Ont.,Toronto,Mississauga (South),Clarkson/Lorne Park,Apt & Other,1020.0,1379.0,1545.0,1522.0,1465.0,2021,centre25,Zone177,Rent_6502
